Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Subflow Fwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Label
445,1160218,9.4809768509,132,112,5.1714419187,4.3095349322,455,8192,0,4,0
53,424,4716.9811320755,8,8,2358.4905660377,2358.4905660377,39,-1,-1,0,0
80,60820178,0.3781639705,252,292,0.1973029411,0.1808610294,2062,8192,122,8,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,13,153846.153846154,40,20,76923.0769230769,76923.0769230769,0,26883,0,0,1
80,55564176,0.3419469408,192,272,0.1619748667,0.1799720741,436,8192,946,6,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,1099,1819.8362147407,8,8,909.9181073703,909.9181073703,36,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,52527,76.1513126583,16,16,38.0756563291,38.0756563291,100,-1,-1,1,0
445,658442,6.0749466164,72,32,4.5562099623,1.5187366541,0,8192,8192,0,0
22,8,250000.0,32,32,125000.0,125000.0,0,241,230,0,2
3389,1251807,11.9826778409,172,152,6.3907615152,5.5919163258,1148,8192,62852,5,0
3389,2364161,6.3447455567,172,152,3.3838642969,2.9608812598,1148,8192,62852,5,0
53,950,2105.2631578947,8,8,1052.6315789474,1052.6315789474,45,-1,-1,0,0
80,835,8383.2335329341,72,92,3592.8143712575,4790.4191616767,161,8192,149,1,0
80,118551671,0.3374056195,444,524,0.1771379503,0.1602676693,1307,8192,180,14,0
22,361503,121.7140659967,712,712,60.8570329983,60.8570329983,1912,26883,230,16,2
3389,2176998,6.8902222234,172,152,3.6747851858,3.2154370376,1148,8192,62852,5,0
80,81,24691.3580246914,40,0,24691.3580246914,0.0,0,278,-1,0,0
53,11625,172.0430107527,8,8,86.0215053763,86.0215053763,22,-1,-1,0,0
50837,50,40000.0,20,20,20000.0,20000.0,0,176,256,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,259,7722.0077220077,8,8,3861.0038610039,3861.0038610039,41,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,12807,156.1645974858,8,8,78.0822987429,78.0822987429,32,-1,-1,0,0
22,4,500000.0,32,32,250000.0,250000.0,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,20,100000.0,40,20,50000.0,50000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,305,6557.3770491803,8,8,3278.6885245902,3278.6885245902,41,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,402,4975.1243781095,8,8,2487.5621890547,2487.5621890547,33,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,103301511,0.1742472092,212,172,0.0968040051,0.0774432041,2993,8192,509,5,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,842,8313.5391923991,72,92,3562.945368171,4750.593824228,161,8192,149,1,0
3389,1580208,9.4924212509,172,152,5.0626246671,4.4297965837,1132,8192,62868,5,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
51558,0,284000.753675517,40,0,0.0,0.0,0,189,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,568,12323.9436619718,72,92,5281.6901408451,7042.2535211268,161,8192,149,1,0
80,79891729,0.2878896262,252,316,0.1502032832,0.137686343,439,8192,946,8,0
3389,4187722,4.0594862792,212,152,2.3879331054,1.6715531738,1138,8192,62862,5,0
80,830,8433.734939759,72,92,3614.4578313253,4819.2771084337,161,8192,149,1,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
22,382783,114.9476335156,776,648,62.6987091903,52.2489243253,1960,26883,230,16,2
3389,3069098,5.2132580973,192,152,2.9324576797,2.2808004176,1144,8192,62856,5,0
53,978,2044.9897750511,8,8,1022.4948875256,1022.4948875256,40,-1,-1,0,0
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
53,17564,113.8692780688,8,8,56.9346390344,56.9346390344,46,-1,-1,0,0
53,354,5649.7175141243,8,8,2824.8587570622,2824.8587570622,44,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,306565,143.5258428066,712,712,71.7629214033,71.7629214033,1928,26883,230,16,2
49793,15341,195.5543967147,40,20,130.3695978098,65.1847989049,38,31,0,0,0
50752,15664,191.5219611849,40,20,127.6813074566,63.8406537283,38,31,0,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,124,16129.0322580645,40,0,16129.0322580645,0.0,0,256,-1,0,0
53,378,5291.0052910053,8,8,2645.5026455027,2645.5026455027,39,-1,-1,0,0
52259,0,284000.753675517,60,0,0.0,0.0,77,134,-1,1,0
445,46841,85.3952733716,72,32,64.0464550287,21.3488183429,0,8192,8192,0,0
53,343,5830.9037900875,8,8,2915.4518950437,2915.4518950437,38,-1,-1,0,0
80,127,15748.031496063,40,0,15748.031496063,0.0,0,254,-1,0,0
22,354289,127.014951071,776,680,67.7413072379,59.2736438331,1944,26883,230,16,2
443,117350000,0.2897315722,364,352,0.1448657861,0.1448657861,1236,8192,181,8,0
443,118890736,0.5467204779,612,844,0.2523325282,0.2943879496,715,8192,123,15,0
443,67865826,1.1935314837,712,932,0.5157234806,0.6778080031,3523,8192,205,17,0
80,3371709,20.4643995078,492,912,7.1180520027,13.3463475051,407,8192,4106,1,0
53,14203,140.8153207069,8,8,70.4076603534,70.4076603534,34,-1,-1,0,0
21,27,74074.0740740741,40,20,37037.037037037,37037.037037037,0,26883,0,0,1
3389,1743379,9.1775798607,192,152,5.1623886717,4.0151911891,1283,8192,62728,6,0
445,632661,18.9675039239,152,112,11.0643772889,7.903126635,364,8192,255,4,0
53,800,2500.0,8,8,1250.0,1250.0,42,-1,-1,0,0
3389,2358777,6.3592276845,172,152,3.3915880984,2.9676395861,1128,8192,62872,5,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,1023,1955.0342130987,8,8,977.5171065494,977.5171065494,36,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,65119149,0.4606939811,272,424,0.1996340585,0.2610599226,836,8192,239,9,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
22,394090,106.5746403106,712,648,55.8248115913,50.7498287193,1928,26883,230,16,2
62086,65,30769.2307692308,40,0,30769.2307692308,0.0,0,65320,-1,0,0
21,18,111111.111111111,40,20,55555.5555555556,55555.5555555556,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,392126,109.6586301342,680,712,53.5542147167,56.1044154175,1928,26883,230,16,2
53,1472,1358.6956521739,8,8,679.347826087,679.347826087,28,-1,-1,0,0
50536,44,45454.5454545455,20,20,22727.2727272727,22727.2727272727,0,237,255,0,0
50213,1,2000000.0,40,0,2000000.0,0.0,31,980,-1,0,0
22,368640,119.3576388889,712,712,59.6788194444,59.6788194444,1928,26883,230,16,2
80,1501,4663.5576282478,72,92,1998.6675549634,2664.8900732845,161,8192,149,1,0
80,5847337,0.6840720827,72,32,0.513054062,0.1710180207,0,8192,65535,0,0
22,389559,112.948231205,776,648,61.6081261118,51.3401050932,1928,26883,230,16,2
22,345524,127.3428184439,712,712,63.6714092219,63.6714092219,2008,26883,230,16,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
443,115295003,0.3642829169,452,544,0.1908148612,0.1734680557,745,8192,980,15,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
6868,134,14925.3731343284,40,0,14925.3731343284,0.0,0,255,-1,0,0
22,8,250000.0,32,32,125000.0,125000.0,0,241,230,0,2
3389,1271739,11.7948730046,172,152,6.2905989358,5.5042740688,1138,8192,62862,5,0
53,327,6116.2079510703,8,8,3058.1039755352,3058.1039755352,45,-1,-1,0,0
53,365,5479.4520547945,8,8,2739.7260273973,2739.7260273973,36,-1,-1,0,0
53,45779,87.3763079141,16,16,43.6881539571,43.6881539571,100,-1,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,459,4357.2984749455,8,8,2178.6492374728,2178.6492374728,36,-1,-1,0,0
80,5604981,0.7136509473,72,32,0.5352382104,0.1784127368,0,8192,65535,0,0
3389,5789657,3.1089924671,232,152,1.899939841,1.2090526261,1148,8192,62852,5,0
22,380153,115.7428719489,712,712,57.8714359745,57.8714359745,1928,26883,230,16,2
443,65009989,0.8152593288,512,572,0.3845562872,0.4307030417,1757,8192,72,12,0
3389,2170258,7.8331700655,212,152,4.6077470973,3.2254229681,1148,8192,62852,5,0
53,17956,111.3833815995,8,8,55.6916907997,55.6916907997,31,-1,-1,0,0
137,1525255,1.9668842259,24,0,1.9668842259,0.0,150,-1,-1,2,0
443,117123416,0.2817540773,332,352,0.1366080375,0.1451460398,1130,8192,180,8,0
53,1305,1532.5670498084,8,8,766.2835249042,766.2835249042,42,-1,-1,0,0
22,330242,130.2075447702,680,712,63.5897311668,66.6178136034,1912,26883,230,16,2
53,1013,1974.333662389,8,8,987.1668311945,987.1668311945,45,-1,-1,0,0
49749,27,74074.0740740741,20,20,37037.037037037,37037.037037037,0,31088,63847,0,0
51453,42,47619.0476190476,20,20,23809.5238095238,23809.5238095238,0,31,253,0,0
3389,4268687,4.4510173737,192,224,2.1083766507,2.342640723,1171,8192,62872,6,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,982,2036.6598778004,8,8,1018.3299389002,1018.3299389002,30,-1,-1,0,0
22,348730,123.3045622688,680,712,60.2185071545,63.0860551143,1912,26883,230,16,2
53,16762,119.3175038778,8,8,59.6587519389,59.6587519389,49,-1,-1,0,0
443,55093036,0.2541156018,160,120,0.1452089153,0.1089066865,37,63942,6512,6,0
53,225,8888.8888888889,8,8,4444.4444444445,4444.4444444445,41,-1,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
53,932,2145.9227467811,8,8,1072.9613733906,1072.9613733906,45,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
80,91,21978.021978022,40,0,21978.021978022,0.0,0,279,-1,0,0
53,224,8928.5714285714,8,8,4464.2857142857,4464.2857142857,42,-1,-1,0,0
3389,17438010,0.2867299652,52,84,0.1146919861,0.1720379791,0,8192,64000,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,805,8695.6521739131,72,92,3726.7080745342,4968.9440993789,161,8192,149,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,835,3592.8143712575,60,0,3592.8143712575,0.0,77,253,-1,1,0
443,59912311,0.5174228716,332,372,0.267056966,0.2503659056,1881,8192,123,9,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,1460,4794.5205479452,72,92,2054.794520548,2739.7260273973,161,8192,149,1,0
22,368911,119.2699594211,712,712,59.6349797106,59.6349797106,1928,26883,230,16,2
51707,14,142857.142857143,20,20,71428.5714285714,71428.5714285714,0,1278,256,0,0
53,638,3134.7962382445,8,8,1567.3981191223,1567.3981191223,27,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,1317668,8.3480816108,132,112,4.5534990605,3.7945825504,455,8192,0,4,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,411101,107.0296593781,712,712,53.5148296891,53.5148296891,1944,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
60406,100,20000.0,40,0,20000.0,0.0,0,64240,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,412962,101.7042730324,712,648,53.2736668265,48.4306062059,1928,26883,230,16,2
53,365,5479.4520547945,8,8,2739.7260273973,2739.7260273973,42,-1,-1,0,0
53,27585,145.0063440276,16,16,72.5031720138,72.5031720138,80,-1,-1,1,0
22,388950,107.9830312379,712,648,56.5625401723,51.4204910657,1928,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
51003,0,284000.753675517,40,0,0.0,0.0,31,127,-1,0,0
55054,33,60606.0606060606,40,0,60606.0606060606,0.0,0,256,-1,0,0
2819,33,60606.0606060606,40,0,60606.0606060606,0.0,0,256,-1,0,0
3389,2633824,5.695141361,172,152,3.0374087259,2.6577326351,1148,8192,62852,5,0
22,366743,117.2483183046,680,712,57.2608066139,59.9875116907,1912,26883,230,16,2
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
53,1839,1087.5475802066,8,8,543.7737901033,543.7737901033,42,-1,-1,0,0
53,1633,1224.7397428047,8,8,612.3698714023,612.3698714023,38,-1,-1,0,0
3389,4888117,3.4778218279,204,184,1.8411997912,1.6366220367,1128,8192,62872,5,0
3389,2109951,7.1091698338,172,152,3.7915572447,3.3176125891,1128,8192,62872,5,0
5355,418897,4.7744433596,16,0,4.7744433596,0.0,44,-1,-1,1,0
50524,179,11173.1843575419,40,0,11173.1843575419,0.0,0,513,-1,0,0
445,2656212,1.1294279222,52,20,0.7529519481,0.3764759741,1,251,0,0,0
3389,2965679,6.0694363753,192,204,3.0347181876,3.0347181876,1229,8192,62856,6,0
3389,21031783,0.2852825174,60,112,0.0950941725,0.1901883449,0,8192,0,0,0
5355,412583,4.8475094708,16,0,4.8475094708,0.0,44,-1,-1,1,0
53,1559,1282.8736369468,8,8,641.4368184734,641.4368184734,32,-1,-1,0,0
53,780,2564.1025641026,8,8,1282.0512820513,1282.0512820513,40,-1,-1,0,0
3389,3930809,4.5792100303,168,208,2.0352044579,2.5440055724,1148,8192,62852,5,0
3389,14608757,1.1636855894,212,152,0.6845209349,0.4791646545,1138,8192,62862,5,0
445,863227,4.6337753569,68,28,3.4753315177,1.1584438392,0,8192,8192,0,0
443,60039687,0.466358194,252,332,0.1998677974,0.2664903966,584,8192,290,5,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
3389,5532743,3.2533591385,232,152,1.988163918,1.2651952205,1148,8192,62852,5,0
21,21,95238.0952380952,40,20,47619.0476190476,47619.0476190476,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,2224,899.2805755396,8,8,449.6402877698,449.6402877698,39,-1,-1,0,0
53,337,5934.7181008902,8,8,2967.3590504451,2967.3590504451,46,-1,-1,0,0
53,12979,154.0950766623,8,8,77.0475383312,77.0475383312,30,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
80,757,9247.0277410832,72,92,3963.0118890357,5284.0158520476,161,8192,149,1,0
80,116403180,0.3092699014,404,484,0.1632257813,0.1460441201,875,8192,176,13,0
3389,1334096,11.2435686787,172,152,5.996569962,5.2469987167,1138,8192,62862,5,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
445,730731,15.0534191105,132,112,8.2109558784,6.842463232,455,8192,0,4,0
53,1515,1320.1320132013,8,8,660.0660066007,660.0660066007,34,-1,-1,0,0
53,12294,162.6809825931,8,8,81.3404912966,81.3404912966,43,-1,-1,0,0
443,344,8720.9302325581,60,0,8720.9302325581,0.0,31,256,-1,1,0
80,6252058,1.2795786603,92,92,0.6397893302,0.6397893302,97,8192,141,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,398,5025.1256281407,8,8,2512.5628140704,2512.5628140704,42,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,17806,112.3216893182,8,8,56.1608446591,56.1608446591,31,-1,-1,0,0
443,116937408,0.4703370884,552,704,0.2308927525,0.2394443359,2688,8192,1183,16,0
22,24,83333.3333333333,32,32,41666.6666666667,41666.6666666667,0,241,230,0,2
3389,1125282,13.3299919487,172,152,7.1093290393,6.2206629094,1138,8192,62862,5,0
80,786,8905.8524173028,72,92,3816.7938931298,5089.058524173,161,8192,149,1,0
53,1243,1609.010458568,8,8,804.505229284,804.505229284,36,-1,-1,0,0
443,60953763,0.5085822183,332,304,0.2624940482,0.2460881701,704,8192,31088,9,0
445,21044034,0.2375970311,32,112,0.0475194062,0.1900776249,0,8192,0,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
3389,1848431,8.6559898638,192,152,4.8689942984,3.7869955654,1283,8192,62728,6,0
80,116084666,0.2584320654,332,424,0.1378304349,0.1206016305,445,8192,172,12,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
5355,419384,4.7688991473,16,0,4.7688991473,0.0,44,-1,-1,1,0
53,577,3466.2045060659,8,8,1733.1022530329,1733.1022530329,36,-1,-1,0,0
52345,41,48780.4878048781,20,20,24390.243902439,24390.243902439,0,913,256,0,0
22,349451,125.9117873464,712,712,62.9558936732,62.9558936732,1928,26883,230,16,2
53,246,8130.081300813,8,8,4065.0406504065,4065.0406504065,42,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,386764,116.3500222358,808,648,64.6389012421,51.7111209937,1928,26883,230,16,2
53,901,2219.7558268591,8,8,1109.8779134295,1109.8779134295,41,-1,-1,0,0
22,288158,152.6940081483,712,712,76.3470040742,76.3470040742,1960,26883,230,16,2
49720,14,142857.142857143,20,20,71428.5714285714,71428.5714285714,0,946,256,0,0
80,100898043,0.2576858701,292,360,0.13875393,0.11893194,443,8192,172,10,0
21,15,133333.333333333,40,20,66666.6666666667,66666.6666666667,0,26883,0,0,1
445,264061,15.148015042,68,28,11.3610112815,3.7870037605,0,8192,8192,0,0
21,25,80000.0,40,20,40000.0,40000.0,0,26883,0,0,1
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
3389,3932342,5.3403289948,212,256,2.543013807,2.7973151877,1392,8192,62856,7,0
53,2620,763.358778626,8,8,381.679389313,381.679389313,32,-1,-1,0,0
3389,8665520,1.8463981388,172,184,0.9231990694,0.9231990694,1138,8192,62862,5,0
443,13975259,1.1448803918,192,164,0.6439952204,0.5008851714,1040,8192,127,5,0
53,12599,158.7427573617,8,8,79.3713786808,79.3713786808,47,-1,-1,0,0
53,24809,161.2318110363,16,16,80.6159055182,80.6159055182,86,-1,-1,1,0
53,407,4914.0049140049,8,8,2457.0024570025,2457.0024570025,32,-1,-1,0,0
53,43999,90.9111570718,16,16,45.4555785359,45.4555785359,64,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,18,111111.111111111,40,20,55555.5555555556,55555.5555555556,0,26883,0,0,1
60466,157,12738.8535031847,40,0,12738.8535031847,0.0,0,255,-1,0,0
80,2596,2696.4560862866,72,92,1155.62403698,1540.8320493066,161,8192,149,1,0
53,333,6006.006006006,8,8,3003.003003003,3003.003003003,51,-1,-1,0,0
53,45060,88.7705281846,16,16,44.3852640923,44.3852640923,88,-1,-1,1,0
53,28004,142.8367376089,16,16,71.4183688045,71.4183688045,76,-1,-1,1,0
443,10143771,1.6759053413,172,184,0.7886613371,0.8872440042,876,8192,30855,3,0
13186,88,56818.1818181818,40,0,56818.1818181818,0.0,65,-1,-1,4,0
3389,2402396,6.6600177489,192,152,3.7462599838,2.9137577652,1148,8192,62852,5,0
53,1050,1904.7619047619,8,8,952.380952381,952.380952381,38,-1,-1,0,0
445,244844,16.3369329042,72,32,12.2526996782,4.0842332261,0,8192,8192,0,0
53,277,7220.2166064982,8,8,3610.1083032491,3610.1083032491,33,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
49687,29,68965.5172413793,40,0,68965.5172413793,0.0,0,256,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,24995,80.0160032006,8,8,40.0080016003,40.0080016003,42,-1,-1,0,0
53,284,7042.2535211268,8,8,3521.1267605634,3521.1267605634,35,-1,-1,0,0
53,249,8032.1285140562,8,8,4016.0642570281,4016.0642570281,32,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50493,57,52631.5789473684,40,20,35087.7192982456,17543.8596491228,31,946,0,0,0
22,379202,116.0331432851,712,712,58.0165716426,58.0165716426,1960,26883,230,16,2
53,999,2002.002002002,8,8,1001.001001001,1001.001001001,47,-1,-1,0,0
443,63,31746.0317460317,20,20,15873.0158730159,15873.0158730159,0,0,296,0,0
80,10034441,0.6975974048,92,72,0.3986270884,0.2989703163,757,8192,120,1,0
445,65878,60.7182974589,72,32,45.5387230942,15.1795743647,0,8192,8192,0,0
53,230457,17.3568171069,16,16,8.6784085534,8.6784085534,80,-1,-1,1,0
22,280975,156.5975620607,712,712,78.2987810303,78.2987810303,1944,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,163920,24.402147389,72,32,18.3016105417,6.1005368472,0,8192,8192,0,0
80,98,20408.1632653061,40,0,20408.1632653061,0.0,0,278,-1,0,0
3389,1507371,9.9511002932,172,152,5.3072534897,4.6438468035,1138,8192,62862,5,0
53,852,2347.4178403756,8,8,1173.7089201878,1173.7089201878,38,-1,-1,0,0
443,118297698,0.5071949921,500,772,0.1859714971,0.321223495,1182,8192,123,8,0
22,363744,120.9641945984,712,712,60.4820972992,60.4820972992,1912,26883,230,16,2
53,12866,155.4484688326,8,8,77.7242344163,77.7242344163,62,-1,-1,0,0
443,154,12987.012987013,40,0,12987.012987013,0.0,31,64240,-1,0,0
22,422301,104.1910864526,712,712,52.0955432263,52.0955432263,1960,26883,230,16,2
53,966,2070.3933747412,8,8,1035.1966873706,1035.1966873706,40,-1,-1,0,0
443,118040018,0.2795662061,332,352,0.1355472514,0.1440189547,1111,8192,180,8,0
50388,833,4801.9207683073,60,20,3601.4405762305,1200.4801920768,53,1047,0,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,1654,1209.1898428053,8,8,604.5949214027,604.5949214027,38,-1,-1,0,0
80,5019481,1.5937902743,92,92,0.7968951372,0.7968951372,97,8192,141,1,0
50889,26,76923.0769230769,20,20,38461.5384615385,38461.5384615385,0,2315,0,0,0
53,1450,1379.3103448276,8,8,689.6551724138,689.6551724138,38,-1,-1,0,0
53,115159,34.7345843573,16,16,17.3672921786,17.3672921786,78,-1,-1,1,0
67,653,3062.787136294,8,8,1531.393568147,1531.393568147,315,-1,-1,0,0
53,205659,9.7248357718,8,8,4.8624178859,4.8624178859,48,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,372161,118.228401149,712,712,59.1142005745,59.1142005745,1912,26883,230,16,2
80,815,8588.9570552147,72,92,3680.981595092,4907.9754601227,161,8192,149,1,0
3389,1659285,10.8480459957,212,172,6.0266922198,4.8213537759,1468,8192,64000,7,0
3389,1861126,9.1342552842,212,152,5.3730913436,3.7611639405,1138,8192,62862,5,0
22,320809,137.153259416,712,712,68.576629708,68.576629708,1928,26883,230,16,2
3389,1666696,8.9998416028,172,152,4.7999155215,4.1999260813,1128,8192,62872,5,0
80,87,22988.5057471264,40,0,22988.5057471264,0.0,0,279,-1,0,0
3389,1837394,8.7079853314,192,152,4.8982417489,3.8097435825,1283,8192,62728,6,0
443,117039827,0.70916031,372,1312,0.1537938022,0.5553665078,965,8192,32,7,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
80,2015,992.5558312655,40,0,992.5558312655,0.0,0,279,-1,0,0
22,362340,121.4329083182,712,712,60.7164541591,60.7164541591,1912,26883,230,16,2
445,19212031,0.7807607639,112,212,0.260253588,0.5205071759,373,8192,0,3,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,917,7633.5877862596,72,92,3271.5376226827,4362.0501635769,161,8192,149,1,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
3389,2423356,7.4277159443,192,204,3.7138579722,3.7138579722,1262,8192,62872,6,0
80,185,10810.8108108108,40,0,10810.8108108108,0.0,0,253,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,2244519,7.5740058338,212,152,4.4552975493,3.1187082845,1138,8192,62862,5,0
80,85,23529.4117647059,40,0,23529.4117647059,0.0,0,279,-1,0,0
22,382813,120.1631083584,776,712,62.6937956652,57.4693126931,1944,26883,230,16,2
3389,3303255,5.4491705908,224,172,3.0273169949,2.4218535959,1144,8192,62856,5,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,20,100000.0,40,20,50000.0,50000.0,0,26883,0,0,1
443,96364,155.6597899631,172,152,83.018554647,72.6412353161,1634,8192,1021,4,0
445,686761,16.0172170522,132,112,8.7366638467,7.2805532056,455,8192,0,4,0
3389,2420436,6.1972305816,172,152,3.3051896435,2.8920409381,1138,8192,62862,5,0
80,9688838,1.2385386153,132,132,0.6192693076,0.6192693076,1054,8192,229,2,0
3389,6098933,2.7873728077,212,152,1.6396310633,1.1477417443,1148,8192,62852,5,0
443,448,6696.4285714286,60,0,6696.4285714286,0.0,77,258,-1,1,0
53,1159,1725.625539258,8,8,862.812769629,862.812769629,36,-1,-1,0,0
53,68220,29.3169158605,8,8,14.6584579302,14.6584579302,34,-1,-1,0,0
53,1171,1707.9419299744,8,8,853.9709649872,853.9709649872,65,-1,-1,0,0
22,388663,113.2086151756,712,712,56.6043075878,56.6043075878,1912,26883,230,16,2
80,855,8187.134502924,72,92,3508.7719298246,4678.3625730994,161,8192,149,1,0
80,827,8464.3288996373,72,92,3627.569528416,4836.7593712213,161,8192,149,1,0
50265,15,133333.333333333,20,20,66666.6666666667,66666.6666666667,0,40958,0,0,0
445,133909,29.8710318201,72,32,22.4032738651,7.467757955,0,8192,8192,0,0
51102,73,54794.5205479452,60,20,41095.8904109589,13698.6301369863,77,139,0,1,0
51133,52,38461.5384615385,20,20,19230.7692307692,19230.7692307692,0,946,256,0,0
443,1113,1796.9451931716,40,0,1796.9451931716,0.0,0,253,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,67087093,0.3726499224,292,232,0.2086839565,0.1639659659,6146,8192,513,8,0
