Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,PSH Flag Cnt,Init Fwd Win Byts,Fwd Act Data Pkts
53,55744,71.0,16,16,35.0,35.0,0,-1,1
53,13589,147.0,8,8,73.0,73.0,0,-1,0
22,366914,114.0,712,648,59.0,54.0,1,26883,16
443,116434294,0.0,272,292,0.0,0.0,1,8192,6
53,393,5089.0,8,8,2544.0,2544.0,0,-1,0
3389,1144645,13.0,172,152,6.0,6.0,1,8192,5
443,473,6342.0,60,0,6342.0,0.0,0,256,1
53,259,7722.0,8,8,3861.0,3861.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
443,314,9554.0,60,0,9554.0,0.0,0,254,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
51847,1,2000000.0,40,0,2000000.0,0.0,0,205,0
53,1731,1155.0,8,8,577.0,577.0,0,-1,0
22,353351,121.0,744,648,65.0,56.0,1,26883,16
51055,9168,327.0,40,20,218.0,109.0,0,123,0
3389,2777577,5.0,192,152,3.0,2.0,1,8192,5
22,382036,120.0,776,712,62.0,57.0,1,26883,16
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,54572862,0.0,40,0,0.0,0.0,0,279,0
53,43243,92.0,16,16,46.0,46.0,0,-1,1
80,54060199,0.0,40,0,0.0,0.0,0,279,0
22,380607,115.0,712,712,57.0,57.0,1,26883,16
5355,418957,4.0,16,0,4.0,0.0,0,-1,1
22,399161,110.0,712,712,55.0,55.0,1,26883,16
3389,2995693,5.0,172,152,2.0,2.0,1,64240,5
22,344435,127.0,712,712,63.0,63.0,1,26883,16
22,342219,125.0,680,712,61.0,64.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,29035,137.0,16,16,68.0,68.0,0,-1,1
443,19,105263.0,20,20,52631.0,52631.0,0,256,0
22,356090,123.0,712,712,61.0,61.0,1,26883,16
445,683146,16.0,128,108,8.0,7.0,1,8192,4
53,990,2020.0,8,8,1010.0,1010.0,0,-1,0
21,4,500000.0,40,20,250000.0,250000.0,1,26883,0
49694,24,83333.0,20,20,41666.0,41666.0,0,110,0
3389,1669736,8.0,172,152,4.0,4.0,1,8192,5
443,117896714,2.0,1512,3864,0.0,1.0,1,8192,17
22,345823,127.0,712,712,63.0,63.0,1,26883,16
53,1298,1540.0,8,8,770.0,770.0,0,-1,0
53,81994,48.0,16,16,24.0,24.0,0,-1,1
53,76316,52.0,16,16,26.0,26.0,0,-1,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,53846887,0.0,40,0,0.0,0.0,0,279,0
443,224,13392.0,60,0,13392.0,0.0,0,253,1
22,351413,125.0,712,712,62.0,62.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
445,90419420,0.0,52,20,0.0,0.0,0,251,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,375522,122.0,840,648,69.0,53.0,1,26883,16
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
51384,28,71428.0,20,20,35714.0,35714.0,0,513,0
62144,138,14492.0,40,0,14492.0,0.0,0,255,0
443,61887776,0.0,352,344,0.0,0.0,1,8192,10
49490,1,2000000.0,40,0,2000000.0,0.0,0,180,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
445,255176,7.0,52,0,7.0,0.0,0,62924,0
3389,6457919,2.0,232,172,1.0,1.0,1,8192,5
80,212,9433.0,40,0,9433.0,0.0,0,256,0
64641,131,15267.0,40,0,15267.0,0.0,0,255,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
22,386538,119.0,840,648,67.0,51.0,1,26883,16
80,338,5917.0,40,0,5917.0,0.0,0,63438,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,395061,111.0,712,712,55.0,55.0,1,26883,16
80,46135013,0.0,272,580,0.0,0.0,1,8192,6
80,954,7337.0,72,92,3144.0,4192.0,1,8192,1
3389,1702209,9.0,192,152,5.0,4.0,1,8192,6
53,448,4464.0,8,8,2232.0,2232.0,0,-1,0
22,389755,107.0,712,648,56.0,51.0,1,26883,16
53,357,5602.0,8,8,2801.0,2801.0,0,-1,0
80,951,2103.0,40,0,2103.0,0.0,0,256,0
80,88,22727.0,40,0,22727.0,0.0,0,278,0
50159,42,47619.0,20,20,23809.0,23809.0,0,114,0
80,85,23529.0,40,0,23529.0,0.0,0,278,0
443,122,24590.0,20,40,8196.0,16393.0,0,0,0
443,116009697,0.0,492,564,0.0,0.0,1,8192,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,60211,33.0,8,8,16.0,16.0,0,-1,0
22,353684,115.0,680,648,59.0,56.0,1,26883,16
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
53,302,6622.0,8,8,3311.0,3311.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,394915,111.0,776,648,60.0,50.0,1,26883,16
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,90687384,0.0,352,412,0.0,0.0,1,8192,9
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,396812,110.0,712,712,55.0,55.0,1,26883,16
53,993,2014.0,8,8,1007.0,1007.0,0,-1,0
22,359582,122.0,776,648,66.0,55.0,1,26883,16
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
22,376074,116.0,712,712,58.0,58.0,1,26883,16
53,909,2200.0,8,8,1100.0,1100.0,0,-1,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,355523,123.0,712,712,61.0,61.0,1,26883,16
80,79,25316.0,40,0,25316.0,0.0,0,278,0
53,295,6779.0,8,8,3389.0,3389.0,0,-1,0
443,85,23529.0,40,0,23529.0,0.0,0,3336,0
80,628,11146.0,72,92,4777.0,6369.0,1,8192,1
53,234,8547.0,8,8,4273.0,4273.0,0,-1,0
49841,96,41666.0,60,20,31250.0,10416.0,0,984,1
3389,2124175,7.0,172,152,3.0,3.0,1,8192,5
51183,4960832,0.0,40,0,0.0,0.0,0,30016,0
21,9,222222.0,40,20,111111.0,111111.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,60177005,0.0,304,372,0.0,0.0,1,8192,8
53,342,5847.0,8,8,2923.0,2923.0,0,-1,0
50587,25,80000.0,20,20,40000.0,40000.0,0,296,0
53,1587,1260.0,8,8,630.0,630.0,0,-1,0
53,333,6006.0,8,8,3003.0,3003.0,0,-1,0
53,38786,51.0,8,8,25.0,25.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
50868,116,34482.0,60,20,25862.0,8620.0,0,123,1
443,116950648,0.0,552,692,0.0,0.0,1,8192,8
80,5889885,0.0,72,32,0.0,0.0,1,8192,0
443,29793063,0.0,212,272,0.0,0.0,1,8192,4
3389,2826773,5.0,192,152,3.0,2.0,1,8192,5
22,364671,120.0,712,712,60.0,60.0,1,26883,16
80,859,8149.0,72,92,3492.0,4656.0,1,8192,1
21,31,64516.0,40,20,32258.0,32258.0,1,26883,0
57389,157,12738.0,40,0,12738.0,0.0,0,259,0
443,117571788,0.0,352,432,0.0,0.0,1,8192,8
53,812,2463.0,8,8,1231.0,1231.0,0,-1,0
80,829,8443.0,72,92,3618.0,4825.0,1,8192,1
80,115065248,0.0,332,424,0.0,0.0,1,8192,12
443,386,7772.0,60,0,7772.0,0.0,0,258,1
3389,5051314,3.0,204,184,1.0,1.0,1,8192,5
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,411,4866.0,8,8,2433.0,2433.0,0,-1,0
50988,2180,1376.0,40,20,917.0,458.0,0,31,0
3389,1689489,8.0,172,152,4.0,4.0,1,8192,5
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
443,110821200,0.0,392,484,0.0,0.0,1,8192,14
22,15,133333.0,32,32,66666.0,66666.0,0,241,0
3389,2215930,8.0,212,204,4.0,4.0,1,8192,7
445,260800,15.0,72,32,11.0,3.0,1,8192,0
80,114,17543.0,40,0,17543.0,0.0,0,256,0
3389,2702510,6.0,212,152,3.0,2.0,1,8192,5
22,350045,125.0,712,712,62.0,62.0,1,26883,16
21,20,100000.0,40,20,50000.0,50000.0,1,26883,0
80,54593138,0.0,40,0,0.0,0.0,0,279,0
80,5769835,0.0,72,32,0.0,0.0,1,8192,0
3389,3435554,6.0,212,276,2.0,3.0,1,8192,7
22,390829,107.0,712,648,56.0,51.0,1,26883,16
80,830,8433.0,72,92,3614.0,4819.0,1,8192,1
53,1797,1112.0,8,8,556.0,556.0,0,-1,0
22,382680,114.0,776,648,62.0,52.0,1,26883,16
3389,1670192,8.0,172,152,4.0,4.0,1,8192,5
21,13,153846.0,40,20,76923.0,76923.0,1,26883,0
445,1272052,9.0,148,108,5.0,3.0,1,8192,4
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
3389,2643414,6.0,172,172,3.0,3.0,1,8192,5
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
80,1234,5672.0,72,92,2431.0,3241.0,1,8192,1
80,759,9222.0,72,92,3952.0,5270.0,1,8192,1
3389,4333049,3.0,212,152,2.0,1.0,1,8192,5
3389,14571824,1.0,232,152,0.0,0.0,1,8192,5
53,1072,1865.0,8,8,932.0,932.0,0,-1,0
3389,5198192,3.0,212,152,1.0,1.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,63753,298.0,212,192,156.0,141.0,1,8192,4
22,385980,111.0,744,648,59.0,51.0,1,26883,16
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,91,21978.0,40,0,21978.0,0.0,0,278,0
80,85,23529.0,40,0,23529.0,0.0,0,278,0
5355,419512,4.0,16,0,4.0,0.0,0,-1,1
80,82,24390.0,40,0,24390.0,0.0,0,278,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,380997,118.0,744,712,60.0,57.0,1,26883,16
53,1278,1564.0,8,8,782.0,782.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,93,21505.0,40,0,21505.0,0.0,0,279,0
53,462,4329.0,8,8,2164.0,2164.0,0,-1,0
80,1172,5972.0,72,92,2559.0,3412.0,1,8192,1
53,72386,55.0,16,16,27.0,27.0,0,-1,1
22,355345,123.0,712,712,61.0,61.0,1,26883,16
3389,3681741,4.0,212,152,2.0,1.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,1046,1912.0,8,8,956.0,956.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,74882,53.0,16,16,26.0,26.0,0,-1,1
443,5256573,3.0,152,188,1.0,1.0,1,8192,3
22,372983,117.0,712,712,58.0,58.0,1,26883,16
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
55756,57,35087.0,40,0,35087.0,0.0,0,64952,0
53,540,3703.0,8,8,1851.0,1851.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,46959,149.0,72,92,63.0,85.0,1,8192,1
50910,46,43478.0,20,20,21739.0,21739.0,0,509,0
80,668,10479.0,72,92,4491.0,5988.0,1,8192,1
53,1219,1640.0,8,8,820.0,820.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,31,64516.0,40,20,32258.0,32258.0,1,26883,0
63310,139,14388.0,40,0,14388.0,0.0,0,255,0
22,388974,113.0,712,712,56.0,56.0,1,26883,16
80,55050266,0.0,40,0,0.0,0.0,0,279,0
53,13960,143.0,8,8,71.0,71.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,117445779,0.0,160,160,0.0,0.0,0,256,3
80,31811,62.0,20,20,31.0,31.0,0,256,0
80,353538,19.0,72,92,8.0,11.0,1,8192,1
53,487,4106.0,8,8,2053.0,2053.0,0,-1,0
443,117626277,0.0,344,352,0.0,0.0,1,8192,7
53,36619,109.0,16,16,54.0,54.0,0,-1,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,53788543,0.0,40,0,0.0,0.0,0,279,0
53,932,2145.0,8,8,1072.0,1072.0,0,-1,0
80,776,9020.0,72,92,3865.0,5154.0,1,8192,1
3389,1811999,9.0,204,172,4.0,4.0,1,8192,5
80,903,7751.0,72,92,3322.0,4429.0,1,8192,1
80,16738795,0.0,132,104,0.0,0.0,1,8192,2
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,376919,116.0,776,648,63.0,53.0,1,26883,16
80,81,24691.0,40,0,24691.0,0.0,0,278,0
443,159,12578.0,40,0,12578.0,0.0,0,63337,0
53,1291,1549.0,8,8,774.0,774.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
51481,25,80000.0,40,0,80000.0,0.0,0,256,0
51959,17,117647.0,40,0,117647.0,0.0,0,4914,0
22,363808,118.0,712,680,60.0,57.0,1,26883,16
52968,1,2000000.0,40,0,2000000.0,0.0,0,271,0
21,21,95238.0,40,20,47619.0,47619.0,1,26883,0
137,1528388,1.0,24,0,1.0,0.0,0,-1,2
3389,6839009,2.0,212,152,1.0,1.0,1,8192,5
22,297633,147.0,712,712,73.0,73.0,1,26883,16
3389,3727858,6.0,232,296,2.0,3.0,1,8192,8
443,246069,60.0,172,152,32.0,28.0,1,8192,4
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
445,770432,14.0,132,112,7.0,6.0,1,8192,4
443,115661030,0.0,432,524,0.0,0.0,1,8192,15
53,36979,108.0,16,16,54.0,54.0,0,-1,1
443,61116792,0.0,312,284,0.0,0.0,1,8192,9
53,273,7326.0,8,8,3663.0,3663.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,393320,106.0,712,648,55.0,50.0,1,26883,16
53,249,8032.0,8,8,4016.0,4016.0,0,-1,0
3389,2056305,7.0,172,152,3.0,3.0,1,8192,5
53,28589,139.0,16,16,69.0,69.0,0,-1,1
3389,4031659,5.0,212,276,2.0,2.0,1,8192,7
22,371083,123.0,776,712,64.0,59.0,1,26883,16
51608,112,35714.0,60,20,26785.0,8928.0,0,1047,1
445,262869,15.0,72,32,11.0,3.0,1,8192,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,60267,66.0,16,16,33.0,33.0,0,-1,1
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,339,5899.0,8,8,2949.0,2949.0,0,-1,0
50918,32,62500.0,20,20,31250.0,31250.0,0,122,0
53,899,2224.0,8,8,1112.0,1112.0,0,-1,0
80,88,22727.0,40,0,22727.0,0.0,0,278,0
53,351,5698.0,8,8,2849.0,2849.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,6173737,1.0,92,92,0.0,0.0,1,8192,1
21,5,400000.0,40,20,200000.0,200000.0,1,26883,0
80,116742746,0.0,404,484,0.0,0.0,1,8192,13
53,968,2066.0,8,8,1033.0,1033.0,0,-1,0
21,18,111111.0,40,20,55555.0,55555.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,331324,21.0,72,92,9.0,12.0,1,8192,1
49814,2320,1293.0,40,20,862.0,431.0,0,31,0
50648,9,222222.0,20,20,111111.0,111111.0,0,123,0
443,208,9615.0,40,0,9615.0,0.0,0,257,0
51415,1,2000000.0,40,0,2000000.0,0.0,0,148,0
80,46936,149.0,72,92,63.0,85.0,1,8192,1
80,115934972,0.0,332,424,0.0,0.0,1,8192,12
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,5019481,1.0,92,92,0.0,0.0,1,8192,1
53,279,7168.0,8,8,3584.0,3584.0,0,-1,0
443,60950857,0.0,192,152,0.0,0.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
445,639535,17.0,132,112,9.0,7.0,1,8192,4
443,112629477,0.0,352,272,0.0,0.0,1,8192,10
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,1667855,8.0,172,152,4.0,4.0,1,8192,5
22,368788,119.0,712,712,59.0,59.0,1,26883,16
443,588679,28.0,192,172,15.0,13.0,1,8192,4
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,2463274,6.0,168,148,3.0,2.0,1,8192,5
51708,1,2000000.0,40,0,2000000.0,0.0,0,127,0
22,382098,123.0,808,712,65.0,57.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,2011414,7.0,172,152,3.0,3.0,1,8192,5
22,329087,127.0,712,648,66.0,60.0,1,26883,16
53,255,7843.0,8,8,3921.0,3921.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,60938674,0.0,312,324,0.0,0.0,1,8192,9
64104,41,48780.0,52,0,48780.0,0.0,0,257,0
53,13491,148.0,8,8,74.0,74.0,0,-1,0
443,495467,36.0,212,172,20.0,16.0,1,8192,4
22,382236,109.0,712,648,57.0,52.0,1,26883,16
80,82,24390.0,40,0,24390.0,0.0,0,279,0
53,477,4192.0,8,8,2096.0,2096.0,0,-1,0
54443,24014973,0.0,40,0,0.0,0.0,0,64000,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
80,906,7726.0,72,92,3311.0,4415.0,1,8192,1
53,416,4807.0,8,8,2403.0,2403.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,255,7843.0,8,8,3921.0,3921.0,0,-1,0
53,327,6116.0,8,8,3058.0,3058.0,0,-1,0
22,378204,113.0,744,648,60.0,52.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,4344039,0.0,72,32,0.0,0.0,1,8192,0
3389,2966454,5.0,172,152,2.0,2.0,1,64240,5
443,60129220,0.0,192,152,0.0,0.0,1,8192,4
80,6216164,1.0,92,92,0.0,0.0,1,8192,1
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
22,397035,108.0,744,648,57.0,50.0,1,26883,16
3389,33339586,0.0,152,272,0.0,0.0,1,8192,5
3389,2524070,5.0,168,148,3.0,2.0,1,8192,5
53,365,5479.0,8,8,2739.0,2739.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,335,8955.0,60,0,8955.0,0.0,0,4134,1
22,10,200000.0,32,32,100000.0,100000.0,0,241,0
53,287,6968.0,8,8,3484.0,3484.0,0,-1,0
445,157570,25.0,68,28,19.0,6.0,1,8192,0
53,229,8733.0,8,8,4366.0,4366.0,0,-1,0
3389,6147271,2.0,192,152,1.0,1.0,1,8192,5
3389,2282861,7.0,192,204,3.0,3.0,1,8192,6
80,115958269,0.0,332,424,0.0,0.0,1,8192,12
80,1080,6481.0,72,92,2777.0,3703.0,1,8192,1
49640,14,142857.0,20,20,71428.0,71428.0,0,123,0
22,18,111111.0,32,32,55555.0,55555.0,0,241,0
443,143453,125.0,212,172,69.0,55.0,1,8192,4
53,150788,26.0,16,16,13.0,13.0,0,-1,1
50346,11,181818.0,20,20,90909.0,90909.0,0,286,0
22,301842,139.0,648,712,66.0,72.0,1,26883,16
64070,142,14084.0,40,0,14084.0,0.0,0,63964,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,5648,1239.0,72,92,531.0,708.0,1,8192,1
53,1239,1614.0,8,8,807.0,807.0,0,-1,0
445,132316,15.0,52,0,15.0,0.0,0,252,0
443,414472,36.0,192,132,21.0,14.0,1,8192,4
53,21685,184.0,16,16,92.0,92.0,0,-1,1
443,60503422,0.0,252,284,0.0,0.0,1,8192,7
53,12206324,0.0,16,16,0.0,0.0,0,-1,1
5355,412416,4.0,16,0,4.0,0.0,0,-1,1
443,115470278,0.0,392,564,0.0,0.0,1,8192,14
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,121790,32.0,16,16,16.0,16.0,0,-1,1
3389,7569438,2.0,284,204,1.0,1.0,1,8192,6
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,794,8816.0,72,92,3778.0,5037.0,1,8192,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2130963,7.0,172,152,3.0,3.0,1,8192,5
3389,1661263,9.0,172,152,4.0,4.0,1,8192,5
53,212,9433.0,8,8,4716.0,4716.0,0,-1,0
22,376031,111.0,712,648,58.0,53.0,1,26883,16
49802,147,13605.0,40,0,13605.0,0.0,0,255,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,19,105263.0,32,32,52631.0,52631.0,0,241,0
443,116969328,0.0,692,1032,0.0,0.0,1,8192,8
80,146,13698.0,40,0,13698.0,0.0,0,254,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,1363991,10.0,172,152,5.0,5.0,1,8192,5
80,5289714,1.0,92,92,0.0,0.0,1,8192,1
80,54637028,0.0,40,0,0.0,0.0,0,279,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,97316,41.0,16,16,20.0,20.0,0,-1,1
22,367925,119.0,712,712,59.0,59.0,1,26883,16
137,1518529,1.0,24,0,1.0,0.0,0,-1,2
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
443,110958573,2.0,1892,3092,0.0,1.0,1,8192,30
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,146125,27.0,16,16,13.0,13.0,0,-1,1
21,4,500000.0,40,20,250000.0,250000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,264,7575.0,8,8,3787.0,3787.0,0,-1,0
445,1223170,9.0,152,112,5.0,4.0,1,8192,4
53,11377,175.0,8,8,87.0,87.0,0,-1,0
3389,4137831,4.0,212,152,2.0,1.0,1,8192,5
53,1262,1584.0,8,8,792.0,792.0,0,-1,0
21,18,111111.0,40,20,55555.0,55555.0,1,26883,0
443,60904025,0.0,332,384,0.0,0.0,1,8192,9
22,382528,112.0,744,648,60.0,52.0,1,26883,16
3389,2192216,6.0,172,152,3.0,3.0,1,8192,5
445,818845,14.0,152,112,8.0,6.0,1,8192,4
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,1643,1217.0,8,8,608.0,608.0,0,-1,0
53,412,4854.0,8,8,2427.0,2427.0,0,-1,0
53,1950,1025.0,8,8,512.0,512.0,0,-1,0
53,922,2169.0,8,8,1084.0,1084.0,0,-1,0
443,118890736,0.0,612,844,0.0,0.0,1,8192,15
22,395623,108.0,744,648,58.0,50.0,1,26883,16
53,318,6289.0,8,8,3144.0,3144.0,0,-1,0
22,18,111111.0,32,32,55555.0,55555.0,0,241,0
3389,8478395,2.0,252,212,1.0,1.0,1,8192,5
3389,1487995,10.0,172,152,5.0,4.0,1,8192,5
3389,2630302,5.0,172,152,3.0,2.0,1,8192,5
80,112,17857.0,40,0,17857.0,0.0,0,278,0
22,410792,107.0,776,648,58.0,48.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
49996,55,36363.0,20,20,18181.0,18181.0,0,132,0
53,276,7246.0,8,8,3623.0,3623.0,0,-1,0
22,4,500000.0,32,32,250000.0,250000.0,0,241,0
49490,38,52631.0,20,20,26315.0,26315.0,0,119,0
53,376,5319.0,8,8,2659.0,2659.0,0,-1,0
49977,2,1000000.0,40,0,1000000.0,0.0,0,40958,1
22,334588,125.0,712,648,65.0,59.0,1,26883,16
80,54576995,0.0,40,0,0.0,0.0,0,279,0
22,300421,146.0,712,712,73.0,73.0,1,26883,16
53,631,3169.0,8,8,1584.0,1584.0,0,-1,0
443,64305240,2.0,1452,2232,1.0,1.0,1,8192,30
3389,1265648,11.0,172,152,6.0,5.0,1,64240,5
22,17,117647.0,32,32,58823.0,58823.0,0,241,0
3389,1319346,11.0,172,152,6.0,5.0,1,8192,5
443,95691582,0.0,120,80,0.0,0.0,0,74,4
53,947,2111.0,8,8,1055.0,1055.0,0,-1,0
80,903,7751.0,72,92,3322.0,4429.0,1,8192,1
67,628,3184.0,8,8,1592.0,1592.0,0,-1,0
53,1133,1765.0,8,8,882.0,882.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
445,120043,33.0,72,32,24.0,8.0,1,8192,0
80,6878320,1.0,92,92,0.0,0.0,1,8192,1
22,380505,110.0,712,648,57.0,52.0,1,26883,16
53,42693,46.0,8,8,23.0,23.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,359,5571.0,8,8,2785.0,2785.0,0,-1,0
443,87770,182.0,192,152,102.0,79.0,1,8192,4
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
445,1157087,9.0,132,112,5.0,4.0,1,8192,4
53,14417,138.0,8,8,69.0,69.0,0,-1,0
3389,19090056,0.0,252,152,0.0,0.0,1,8192,5
53,382,5235.0,8,8,2617.0,2617.0,0,-1,0
22,376779,119.0,840,616,69.0,50.0,1,26883,16
49902,46,43478.0,20,20,21739.0,21739.0,0,48180,0
22,328905,133.0,712,712,66.0,66.0,1,26883,16
53,289,6920.0,8,8,3460.0,3460.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
59292,48,41666.0,40,0,41666.0,0.0,0,256,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
443,118585166,0.0,576,512,0.0,0.0,1,8192,13
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,54804823,0.0,40,0,0.0,0.0,0,279,0
53,366,5464.0,8,8,2732.0,2732.0,0,-1,0
3389,5484863,3.0,232,152,2.0,1.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,462,4329.0,8,8,2164.0,2164.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
51847,49,40816.0,20,20,20408.0,20408.0,0,256,0
22,300434,146.0,712,712,73.0,73.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,1679319,8.0,172,152,4.0,4.0,1,8192,5
3389,3338933,4.0,192,152,2.0,2.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,896957,17.0,192,152,10.0,7.0,1,8192,3
443,60944163,0.0,192,152,0.0,0.0,1,8192,4
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,4529507,4.0,252,152,2.0,1.0,1,8192,5
443,5573115,2.0,172,88,1.0,0.0,1,8192,3
52360,31,64516.0,20,20,32258.0,32258.0,0,168,0
